longitude,latitude,housing_median_age,average_rooms,average_bedrooms,population,households,median_income,median_house_value,ocean_proximity,ocean_proximity=NEAR BAY,ocean_proximity=<1H OCEAN,ocean_proximity=INLAND,ocean_proximity=NEAR OCEAN,ocean_proximity=ISLAND
-0.9568958584640128,0.8407628128724672,32.0,5.103448275862069,1.1724137931034482,242.0,87.0,1.1528,150000.0,INLAND,0,0,1,0,0
-0.9564133494169683,0.8300357568533968,24.0,5.926470588235294,1.2352941176470589,323.0,136.0,3.5,113900.0,INLAND,0,0,1,0,0
-0.9565741857659832,0.8302741358760428,18.0,5.96,1.3854545454545455,1338.0,550.0,2.9891,116500.0,INLAND,0,0,1,0,0
-0.9565741857659832,0.8297973778307509,30.0,6.837378640776699,1.4660194174757282,1089.0,412.0,3.1364,123500.0,INLAND,0,0,1,0,0
-0.958182549256132,0.8302741358760428,6.0,11.865489130434783,2.1739130434782608,2006.0,736.0,4.5724,168400.0,INLAND,0,0,1,0,0
-0.9582629674306393,0.833134684147795,14.0,7.001727115716753,1.3592400690846287,1581.0,579.0,3.0882,148200.0,INLAND,0,0,1,0,0
-0.9564133494169683,0.8300357568533968,8.0,6.0476190476190474,1.3214285714285714,229.0,84.0,4.0332,128300.0,INLAND,0,0,1,0,0
-0.960193003618818,0.8357568533969011,21.0,5.029545454545454,1.040909090909091,1250.0,440.0,2.9187,52100.0,INLAND,0,0,1,0,0
-0.9605950944913552,0.835995232419547,45.0,5.497175141242938,1.0338983050847457,500.0,177.0,2.6389,30000.0,INLAND,0,0,1,0,0
-0.9603538399678327,0.8388557806912991,26.0,5.235294117647059,1.011764705882353,483.0,170.0,4.15,68200.0,INLAND,0,0,1,0,0
-0.9609971853638923,0.8407628128724672,23.0,6.2025931928687195,1.1280388978930307,1993.0,617.0,3.0742,57900.0,INLAND,0,0,1,0,0
-0.9608363490148775,0.8383790226460072,36.0,6.444444444444445,1.1111111111111112,39.0,18.0,3.125,37500.0,INLAND,0,0,1,0,0
-0.9605950944913552,0.838140643623361,34.0,5.652960526315789,1.144736842105263,1783.0,608.0,2.3912,52900.0,INLAND,0,0,1,0,0
-0.9606755126658625,0.8383790226460072,40.0,5.386804657179819,1.0504527813712807,1998.0,773.0,2.8323,50800.0,INLAND,0,0,1,0,0
-0.9606755126658625,0.837663885578069,30.0,5.039383561643835,1.187053599023266,1565.0,584.0,2.5313,45800.0,INLAND,0,0,1,0,0
-0.9607559308403699,0.837663885578069,19.0,5.968660968660969,0.9829059829059829,1973.0,702.0,3.9929,88300.0,INLAND,0,0,1,0,0
-0.9605950944913552,0.837902264600715,33.0,5.495103373231774,1.0489662676822633,2293.0,919.0,3.1592,75400.0,INLAND,0,0,1,0,0
-0.9605950944913552,0.8374255065554231,34.0,4.8979591836734695,1.0510204081632653,808.0,294.0,2.3013,26600.0,INLAND,0,0,1,0,0
-0.9606755126658625,0.8374255065554231,46.0,5.695020746887967,1.1265560165975104,1423.0,482.0,2.1955,26900.0,INLAND,0,0,1,0,0
-0.9607559308403699,0.8374255065554231,44.0,5.534296028880866,1.0553549939831528,2140.0,831.0,2.9952,63800.0,INLAND,0,0,1,0,0
-0.9607559308403699,0.8438617401668652,32.0,5.5,1.0685279187817258,1301.0,394.0,1.9718,69800.0,INLAND,0,0,1,0,0
-0.9603538399678327,0.8438617401668652,24.0,6.096698113207547,1.1320754716981132,1442.0,424.0,2.8452,104700.0,INLAND,0,0,1,0,0
-0.9579412947326097,0.8441001191895112,12.0,6.094874591057797,1.0261723009814614,3018.0,917.0,4.4561,96900.0,INLAND,0,0,1,0,0
-0.9578608765581021,0.8436233611442193,22.0,5.788235294117647,1.035294117647059,451.0,170.0,3.25,88900.0,INLAND,0,0,1,0,0
-0.9579412947326097,0.8436233611442193,13.0,6.759358288770054,1.0802139037433156,552.0,187.0,4.5903,94300.0,INLAND,0,0,1,0,0
-0.9585042219541616,0.8441001191895112,12.0,6.864406779661017,1.1404358353510895,1399.0,413.0,4.4125,149000.0,INLAND,0,0,1,0,0
-0.9585846401286692,0.8431466030989272,6.0,6.971671388101983,1.0339943342776203,3415.0,1059.0,5.3119,157300.0,INLAND,0,0,1,0,0
-0.9579412947326097,0.8433849821215733,18.0,5.451612903225806,0.96415770609319,706.0,279.0,4.4196,121000.0,INLAND,0,0,1,0,0
-0.9578608765581021,0.8433849821215733,37.0,5.693593314763231,1.0974930362116992,894.0,359.0,2.9453,82800.0,INLAND,0,0,1,0,0
-0.9579412947326097,0.8431466030989272,13.0,6.7466467958271235,1.0625931445603576,2170.0,671.0,4.8266,146200.0,INLAND,0,0,1,0,0
-0.9584238037796543,0.8462455303933253,36.0,5.032128514056225,1.0401606425702812,932.0,249.0,2.1635,110400.0,INLAND,0,0,1,0,0
-0.9592279855247287,0.8467222884386174,36.0,5.865671641791045,1.4477611940298507,573.0,134.0,2.2321,37500.0,INLAND,0,0,1,0,0
-0.9591475673502211,0.8460071513706794,39.0,4.842778793418647,1.0457038391224862,1815.0,547.0,2.3533,65400.0,INLAND,0,0,1,0,0
-0.9590671491757138,0.8462455303933253,38.0,5.897674418604651,0.9511627906976744,1133.0,430.0,4.2375,78600.0,INLAND,0,0,1,0,0
-0.9591475673502211,0.8462455303933253,34.0,4.285266457680251,1.031347962382445,796.0,319.0,2.8269,61100.0,INLAND,0,0,1,0,0
-0.9591475673502211,0.8464839094159713,28.0,5.731578947368421,0.9421052631578948,544.0,190.0,3.2279,95800.0,INLAND,0,0,1,0,0
-0.9592279855247287,0.8462455303933253,34.0,5.478632478632479,1.0797720797720798,1101.0,351.0,2.4044,65800.0,INLAND,0,0,1,0,0
-0.9592279855247287,0.8462455303933253,28.0,4.210027100271002,1.0596205962059622,3260.0,738.0,1.6944,58600.0,INLAND,0,0,1,0,0
-0.9591475673502211,0.8462455303933253,21.0,4.8244444444444445,1.0733333333333333,1315.0,450.0,1.7105,52100.0,INLAND,0,0,1,0,0
-0.960032167269803,0.8460071513706794,34.0,5.71712158808933,1.0843672456575681,1506.0,403.0,2.2071,64600.0,INLAND,0,0,1,0,0
-0.9597104945717733,0.8486293206197855,16.0,5.91044776119403,1.1529850746268657,1011.0,268.0,2.4961,58800.0,INLAND,0,0,1,0,0
-0.9598713309207881,0.8474374255065553,29.0,6.986301369863014,1.1506849315068493,236.0,73.0,2.7,125000.0,INLAND,0,0,1,0,0
-0.9597909127462807,0.8481525625744933,13.0,4.406914893617022,0.9627659574468085,1186.0,376.0,1.1903,63200.0,INLAND,0,0,1,0,0
-0.9597104945717733,0.8483909415971395,33.0,5.259740259740259,1.0616883116883118,1809.0,616.0,2.3934,71900.0,INLAND,0,0,1,0,0
-0.9597104945717733,0.8486293206197855,33.0,4.210216110019647,0.9587426326129665,1732.0,509.0,1.9362,59000.0,INLAND,0,0,1,0,0
-0.9596300763972658,0.8486293206197855,32.0,4.004444444444444,1.0118518518518518,2682.0,675.0,1.4619,60500.0,INLAND,0,0,1,0,0
-0.9597909127462807,0.8483909415971395,14.0,5.949671772428884,1.0984682713347922,1497.0,457.0,3.176,71800.0,INLAND,0,0,1,0,0
-0.9596300763972658,0.8483909415971395,20.0,4.563609467455621,1.022189349112426,2645.0,676.0,1.7868,54100.0,INLAND,0,0,1,0,0
-0.9625251306795336,0.8491060786650774,18.0,3.9613526570048307,1.1545893719806763,1345.0,207.0,2.1186,47500.0,INLAND,0,0,1,0,0
-0.9631684760755931,0.8498212157330154,21.0,5.790361445783133,1.163855421686747,1647.0,415.0,2.6066,80000.0,INLAND,0,0,1,0,0
-0.9581021310816245,0.8524433849821215,30.0,6.504424778761062,1.2123893805309736,421.0,113.0,2.5625,156300.0,INLAND,0,0,1,0,0
-0.9593084036992361,0.8524433849821215,15.0,5.127604166666667,1.02734375,3500.0,768.0,2.1295,59800.0,INLAND,0,0,1,0,0
-0.9585042219541616,0.8495828367103695,29.0,7.2,1.0731707317073171,902.0,205.0,2.6726,83300.0,INLAND,0,0,1,0,0
-0.9589063128266988,0.8505363528009534,21.0,4.858247422680412,1.0257731958762886,1539.0,388.0,2.5208,58500.0,INLAND,0,0,1,0,0
-0.958745476477684,0.8505363528009534,16.0,4.414746543778802,1.0399385560675882,3078.0,651.0,1.8843,55200.0,INLAND,0,0,1,0,0
-0.9589063128266988,0.8502979737783075,32.0,4.535966149506347,1.0578279266572637,2639.0,709.0,2.0025,54700.0,INLAND,0,0,1,0,0
-0.9589867310012063,0.8529201430274136,27.0,4.684210526315789,1.0588235294117647,1346.0,323.0,2.7411,59800.0,INLAND,0,0,1,0,0
-0.9589867310012063,0.8526817640047676,35.0,4.065326633165829,0.949748743718593,1449.0,398.0,1.6786,56500.0,INLAND,0,0,1,0,0
-0.9589867310012063,0.8524433849821215,36.0,3.822950819672131,1.0754098360655737,2175.0,610.0,1.6045,57300.0,INLAND,0,0,1,0,0
-0.9589867310012063,0.8522050059594755,36.0,3.8321342925659474,1.0623501199040768,1658.0,417.0,1.517,52100.0,INLAND,0,0,1,0,0
-0.9589867310012063,0.8531585220500595,8.0,4.754360465116279,1.1584302325581395,2700.0,688.0,1.7418,62200.0,INLAND,0,0,1,0,0
-0.9589867310012063,0.8529201430274136,35.0,4.654589371980676,0.9323671497584541,1371.0,414.0,2.2981,69900.0,INLAND,0,0,1,0,0
-0.9588258946521915,0.8529201430274136,8.0,4.884848484848485,1.0393939393939393,1230.0,330.0,2.1806,67200.0,INLAND,0,0,1,0,0
-0.9588258946521915,0.8531585220500595,31.0,4.77,1.01,2467.0,600.0,2.3125,62100.0,INLAND,0,0,1,0,0
-0.9589063128266988,0.8526817640047676,28.0,3.3793774319066148,1.0136186770428015,1764.0,514.0,1.7813,67800.0,INLAND,0,0,1,0,0
-0.9588258946521915,0.8526817640047676,36.0,5.438448566610456,1.0708263069139967,2034.0,593.0,2.4044,72500.0,INLAND,0,0,1,0,0
-0.9588258946521915,0.8519666269368296,16.0,3.705211726384365,1.0732899022801303,1914.0,614.0,2.033,68400.0,INLAND,0,0,1,0,0
-0.9588258946521915,0.8526817640047676,26.0,5.435051546391753,0.9649484536082474,1416.0,485.0,4.1917,84000.0,INLAND,0,0,1,0,0
-0.9563329312424609,0.8455303933253873,6.0,6.909448818897638,1.1023622047244095,664.0,254.0,6.2885,216400.0,INLAND,0,0,1,0,0
-0.9570566948130278,0.8448152562574492,20.0,5.568438003220612,1.0483091787439613,1465.0,621.0,2.5806,82500.0,INLAND,0,0,1,0,0
-0.9564133494169683,0.8448152562574492,13.0,6.3392070484581495,1.0440528634361232,557.0,227.0,6.1563,204200.0,INLAND,0,0,1,0,0
-0.9514274225975071,0.8519666269368296,18.0,6.946268656716418,1.9164179104477612,799.0,335.0,1.8419,92300.0,INLAND,0,0,1,0,0
-0.9494169682348211,0.8505363528009534,15.0,6.11214953271028,1.2554517133956387,730.0,321.0,2.25,67500.0,INLAND,0,0,1,0,0
-0.9524728588661038,0.8522050059594755,23.0,6.421906693711968,1.4198782961460445,1097.0,493.0,2.6288,96000.0,INLAND,0,0,1,0,0
-0.9527141133896261,0.8514898688915374,18.0,6.889855072463768,1.5579710144927537,1366.0,690.0,2.0694,81200.0,INLAND,0,0,1,0,0
-0.9529553679131484,0.8510131108462455,18.0,6.327586206896552,1.5593869731800767,986.0,522.0,1.5957,101400.0,INLAND,0,0,1,0,0
-0.9536791314837154,0.8514898688915374,28.0,31.0625,8.5,98.0,48.0,1.4205,90000.0,INLAND,0,0,1,0,0
-0.9559308403699237,0.8498212157330154,33.0,6.744394618834081,1.4573991031390134,584.0,223.0,3.4792,94600.0,INLAND,0,0,1,0,0
-0.9507840772014476,0.8457687723480333,17.0,6.1947368421052635,1.3526315789473684,775.0,380.0,1.8369,59400.0,INLAND,0,0,1,0,0
-0.951588258946522,0.8495828367103695,15.0,6.378494623655914,1.4387096774193548,1007.0,465.0,1.5667,72500.0,INLAND,0,0,1,0,0
-0.9522316043425815,0.8493444576877235,15.0,5.9010989010989015,1.2557442557442557,2310.0,1001.0,2.3125,96900.0,INLAND,0,0,1,0,0
-0.9525532770406112,0.8491060786650774,18.0,5.907692307692308,1.3512820512820514,782.0,390.0,1.4141,75800.0,INLAND,0,0,1,0,0
-0.9527141133896261,0.8495828367103695,17.0,5.26463700234192,1.2529274004683841,927.0,427.0,1.3023,68500.0,INLAND,0,0,1,0,0
-0.9527945315641335,0.8488676996424314,17.0,5.47469220246238,1.2722298221614228,1614.0,731.0,1.6236,67300.0,INLAND,0,0,1,0,0
-0.9525532770406112,0.8481525625744933,16.0,6.686493184634449,1.4646840148698885,1802.0,807.0,1.8819,69700.0,INLAND,0,0,1,0,0
-0.9538399678327303,0.8455303933253873,13.0,8.21376811594203,2.177536231884058,756.0,276.0,2.5474,78400.0,INLAND,0,0,1,0,0
-0.9467631684760757,0.8517282479141834,35.0,6.75,1.375,1870.0,432.0,3.625,55000.0,INLAND,0,0,1,0,0
-0.9462002412545235,0.8493444576877235,33.0,5.983758700696056,1.308584686774942,1155.0,431.0,2.0441,42100.0,INLAND,0,0,1,0,0
-0.9462806594290311,0.8498212157330154,18.0,5.135084427767355,1.1050656660412759,1128.0,533.0,2.8,72000.0,INLAND,0,0,1,0,0
-0.9463610776035385,0.8498212157330154,15.0,5.265107212475634,1.1228070175438596,1245.0,513.0,3.3269,81900.0,INLAND,0,0,1,0,0
-0.9464414957780458,0.8498212157330154,5.0,4.875,1.1896551724137931,520.0,232.0,4.0167,87500.0,INLAND,0,0,1,0,0
-0.9465219139525534,0.8495828367103695,8.0,6.724310776942356,1.0426065162907268,1154.0,399.0,5.8625,109400.0,INLAND,0,0,1,0,0
-0.9463610776035385,0.8495828367103695,15.0,5.551194539249146,0.9778156996587031,1408.0,586.0,5.2043,95700.0,INLAND,0,0,1,0,0
-0.9462806594290311,0.8495828367103695,6.0,6.275964391691395,1.0148367952522255,927.0,337.0,6.1935,115700.0,INLAND,0,0,1,0,0
-0.9462806594290311,0.8493444576877235,32.0,5.185552407932011,1.114730878186969,1613.0,706.0,3.0687,63500.0,INLAND,0,0,1,0,0
-0.9463610776035385,0.8493444576877235,18.0,6.556732223903177,0.9697428139183056,1777.0,661.0,6.0653,105300.0,INLAND,0,0,1,0,0
-0.9464414957780458,0.8493444576877235,5.0,7.36214953271028,1.1261682242990654,1335.0,428.0,5.5773,109000.0,INLAND,0,0,1,0,0
-0.9465219139525534,0.8491060786650774,18.0,5.50103519668737,1.0269151138716357,1426.0,483.0,3.5931,71900.0,INLAND,0,0,1,0,0
-0.9463610776035385,0.8488676996424314,9.0,5.715633423180593,1.1212938005390836,1929.0,742.0,3.5988,84500.0,INLAND,0,0,1,0,0
-0.9463610776035385,0.8486293206197855,12.0,5.97153024911032,0.8576512455516014,765.0,281.0,6.0532,102800.0,INLAND,0,0,1,0,0
-0.9465219139525534,0.8486293206197855,16.0,5.498973305954825,0.9917864476386037,1473.0,487.0,3.858,70200.0,INLAND,0,0,1,0,0
-0.9463610776035385,0.8491060786650774,30.0,5.153184165232358,1.2753872633390706,1481.0,581.0,2.1458,52400.0,INLAND,0,0,1,0,0
-0.9460394049055086,0.8488676996424314,10.0,5.301397205588822,1.0099800399201597,1349.0,501.0,4.25,83200.0,INLAND,0,0,1,0,0
-0.9462002412545235,0.8491060786650774,11.0,5.500932835820896,1.0615671641791045,2728.0,1072.0,4.15,85700.0,INLAND,0,0,1,0,0
-0.9462002412545235,0.8488676996424314,5.0,6.653132250580047,1.0812064965197217,2623.0,862.0,4.8494,87200.0,INLAND,0,0,1,0,0
-0.9462002412545235,0.8486293206197855,14.0,5.488958990536277,1.2334384858044165,850.0,317.0,2.5812,91700.0,INLAND,0,0,1,0,0
-0.947004422999598,0.8493444576877235,12.0,5.657303370786517,1.0449438202247192,1027.0,356.0,3.9261,101300.0,INLAND,0,0,1,0,0
-0.9463610776035385,0.8474374255065553,9.0,6.709507042253521,1.0651408450704225,1518.0,568.0,5.5551,142500.0,INLAND,0,0,1,0,0
-0.9474065138721351,0.8498212157330154,19.0,4.306513409961686,1.1111111111111112,598.0,261.0,1.8984,54300.0,INLAND,0,0,1,0,0
-0.9478890229191799,0.8517282479141834,13.0,6.1980676328502415,1.0845410628019323,1181.0,414.0,4.1518,91800.0,INLAND,0,0,1,0,0
-0.9476477683956575,0.8471990464839093,11.0,5.91554054054054,1.0675675675675675,765.0,296.0,5.0762,98000.0,INLAND,0,0,1,0,0
-0.946843586650583,0.8498212157330154,15.0,5.332579185520362,1.0950226244343892,1110.0,442.0,3.1755,81700.0,INLAND,0,0,1,0,0
-0.9476477683956575,0.8426698450536353,28.0,5.15633423180593,1.3099730458221024,858.0,371.0,1.9962,50800.0,INLAND,0,0,1,0,0
-0.9489344591877765,0.835518474374255,21.0,4.803867403314917,1.1740331491712708,945.0,362.0,3.4015,86500.0,INLAND,0,0,1,0,0
-0.9474869320466426,0.8350417163289631,30.0,5.471092077087794,1.0920770877944326,1347.0,467.0,3.3693,71800.0,INLAND,0,0,1,0,0
-0.947004422999598,0.8395709177592371,4.0,3.0,0.5,8.0,6.0,1.625,275000.0,INLAND,0,0,1,0,0
-0.9472456775231203,0.8393325387365912,4.0,1.0,1.0,6.0,2.0,2.375,137500.0,INLAND,0,0,1,0,0
-0.949014877362284,0.837187127532777,15.0,6.094936708860759,1.1424050632911393,917.0,316.0,3.3889,68500.0,INLAND,0,0,1,0,0
-0.9487736228387617,0.8374255065554231,5.0,5.7249114521841795,1.0861865407319953,2504.0,847.0,3.5391,81900.0,INLAND,0,0,1,0,0
-0.9485323683152393,0.8374255065554231,4.0,6.232227488151659,1.1895734597156398,1150.0,422.0,4.25,104400.0,INLAND,0,0,1,0,0
-0.9485323683152393,0.836233611442193,1.0,5.533333333333333,1.0,32.0,15.0,4.875,141700.0,INLAND,0,0,1,0,0
-0.9487736228387617,0.8367103694874851,4.0,6.837037037037037,1.2296296296296296,352.0,135.0,4.5724,84500.0,INLAND,0,0,1,0,0
-0.948854041013269,0.838140643623361,15.0,5.891891891891892,1.1243243243243244,960.0,370.0,2.875,87800.0,INLAND,0,0,1,0,0
-0.9511057498994773,0.832419547079857,20.0,5.490566037735849,1.10062893081761,422.0,159.0,2.9583,91700.0,INLAND,0,0,1,0,0
-0.9516686771210294,0.8309892729439808,11.0,5.621559633027523,1.1330275229357798,3571.0,1308.0,2.8097,130000.0,INLAND,0,0,1,0,0
-0.9463610776035385,0.8350417163289631,28.0,5.208771929824562,1.1368421052631579,1644.0,570.0,3.4338,54900.0,INLAND,0,0,1,0,0
-0.9463610776035385,0.834088200238379,33.0,5.841911764705882,1.1286764705882353,853.0,272.0,4.2292,64400.0,INLAND,0,0,1,0,0
-0.9461198230800162,0.8343265792610249,36.0,4.912863070539419,1.3112033195020747,672.0,241.0,1.9107,39800.0,INLAND,0,0,1,0,0
-0.9501407318053882,0.8309892729439808,10.0,5.599269183922046,1.2289890377588306,2227.0,821.0,2.6149,83500.0,INLAND,0,0,1,0,0
-0.9503015681544029,0.8312276519666268,9.0,5.420863309352518,1.0539568345323742,761.0,278.0,3.0184,87900.0,INLAND,0,0,1,0,0
-0.9504624045034178,0.8312276519666268,2.0,6.22189349112426,1.150887573964497,923.0,338.0,5.0553,111100.0,INLAND,0,0,1,0,0
-0.9503015681544029,0.8309892729439808,21.0,4.277978339350181,0.9747292418772563,1488.0,554.0,2.7361,83300.0,INLAND,0,0,1,0,0
-0.9501407318053882,0.8357568533969011,15.0,4.064638783269962,1.1254752851711027,569.0,263.0,2.0441,73300.0,INLAND,0,0,1,0,0
-0.9502211499798955,0.835518474374255,44.0,4.66546762589928,1.10431654676259,776.0,278.0,2.5875,68900.0,INLAND,0,0,1,0,0
-0.9504624045034178,0.835518474374255,14.0,5.688212927756654,1.0893536121673004,1631.0,526.0,3.7452,83200.0,INLAND,0,0,1,0,0
-0.9501407318053882,0.835280095351609,29.0,4.958456973293768,1.0919881305637982,821.0,337.0,2.16,56800.0,INLAND,0,0,1,0,0
-0.9530357860876559,0.838140643623361,7.0,6.68348623853211,1.1116207951070336,1932.0,654.0,4.625,136800.0,INLAND,0,0,1,0,0
-0.9542420587052675,0.8390941597139452,7.0,7.054014598540146,1.235036496350365,3617.0,1370.0,4.0581,162900.0,INLAND,0,0,1,0,0
-0.9516686771210294,0.8407628128724672,10.0,6.589686098654709,1.3565022421524664,1167.0,446.0,2.3917,79000.0,INLAND,0,0,1,0,0
-0.9527945315641335,0.837663885578069,4.0,5.733651226158038,1.1287465940054495,4631.0,1468.0,3.6949,115800.0,INLAND,0,0,1,0,0
-0.9538399678327303,0.836233611442193,6.0,7.593360995850622,1.3402489626556016,1243.0,482.0,3.4911,137200.0,INLAND,0,0,1,0,0
-0.9538399678327303,0.834088200238379,11.0,7.147163120567376,1.3581560283687943,1539.0,564.0,3.8917,120800.0,INLAND,0,0,1,0,0
-0.9526336952151186,0.8374255065554231,19.0,5.014516129032258,1.032258064516129,1457.0,620.0,2.6417,94900.0,INLAND,0,0,1,0,0
-0.9526336952151186,0.837187127532777,16.0,6.11377245508982,1.215568862275449,2033.0,668.0,3.2405,85500.0,INLAND,0,0,1,0,0
-0.9523924406915965,0.837187127532777,8.0,5.466666666666667,1.0444444444444445,930.0,360.0,3.2632,99800.0,INLAND,0,0,1,0,0
-0.9524728588661038,0.8374255065554231,34.0,4.398496240601504,1.0902255639097744,602.0,266.0,1.7917,80000.0,INLAND,0,0,1,0,0
-0.9524728588661038,0.8374255065554231,21.0,4.856777493606138,1.143222506393862,1133.0,391.0,1.8636,67900.0,INLAND,0,0,1,0,0
-0.9562525130679533,0.8414779499404051,28.0,5.1082621082621085,1.01994301994302,1233.0,351.0,2.7845,82200.0,INLAND,0,0,1,0,0
-0.9565741857659832,0.8405244338498211,24.0,7.288043478260869,1.1630434782608696,667.0,184.0,4.0,94500.0,INLAND,0,0,1,0,0
-0.9556091676718939,0.8407628128724672,33.0,6.071428571428571,1.1071428571428572,717.0,196.0,2.6302,81300.0,INLAND,0,0,1,0,0
-0.9563329312424609,0.8374255065554231,29.0,5.126482213438735,1.0355731225296443,909.0,253.0,1.9236,106300.0,INLAND,0,0,1,0,0
-0.9557700040209087,0.8398092967818831,26.0,4.149367088607595,0.8911392405063291,1222.0,395.0,1.7656,68000.0,INLAND,0,0,1,0,0
-0.9555287494973864,0.8398092967818831,31.0,4.10801393728223,1.0104529616724738,2302.0,574.0,1.9688,53900.0,INLAND,0,0,1,0,0
-0.9556091676718939,0.8390941597139452,17.0,4.324503311258278,1.0684326710816776,1763.0,453.0,2.1357,53500.0,INLAND,0,0,1,0,0
-0.9555287494973864,0.8390941597139452,34.0,4.802197802197802,1.0307692307692307,1910.0,455.0,2.1136,57300.0,INLAND,0,0,1,0,0
-0.9557700040209087,0.8390941597139452,17.0,4.341653666146646,1.0577223088923557,2566.0,641.0,1.9907,51200.0,INLAND,0,0,1,0,0
-0.9562525130679533,0.8407628128724672,29.0,4.578431372549019,1.0359477124183007,1344.0,306.0,2.0921,61400.0,INLAND,0,0,1,0,0
-0.956172094893446,0.8405244338498211,31.0,4.217570350034317,1.0240219629375429,5666.0,1457.0,1.9066,54600.0,INLAND,0,0,1,0,0
-0.9563329312424609,0.8405244338498211,20.0,4.146739130434782,1.0043478260869565,3450.0,920.0,2.0174,63700.0,INLAND,0,0,1,0,0
-0.9562525130679533,0.8400476758045292,29.0,4.131616595135909,1.0772532188841202,2949.0,699.0,1.7716,45500.0,INLAND,0,0,1,0,0
-0.9625251306795336,0.8679380214541119,38.0,5.433155080213904,1.0802139037433156,540.0,187.0,2.2885,75000.0,INLAND,0,0,1,0,0
-0.9615601125854443,0.8686531585220499,30.0,5.360230547550432,0.9711815561959655,1123.0,347.0,3.4926,94200.0,INLAND,0,0,1,0,0
-0.9613992762364294,0.8669845053635279,26.0,6.147909967845659,1.090032154340836,1002.0,311.0,3.0375,126300.0,INLAND,0,0,1,0,0
-0.9625251306795336,0.867222884386174,25.0,6.093862815884476,1.0902527075812274,879.0,277.0,3.3214,103100.0,INLAND,0,0,1,0,0
-0.9632488942501006,0.8669845053635279,41.0,5.691780821917808,1.0205479452054795,443.0,146.0,3.1406,100000.0,INLAND,0,0,1,0,0
-0.9636509851226377,0.8669845053635279,25.0,5.694852941176471,0.9889705882352942,819.0,272.0,2.7159,101400.0,INLAND,0,0,1,0,0
-0.9639726578206675,0.86626936829559,26.0,5.678714859437751,1.0642570281124497,779.0,249.0,2.9167,83900.0,INLAND,0,0,1,0,0
-0.9644551668677122,0.865792610250298,25.0,5.2930379746835445,1.0354430379746835,7679.0,1580.0,2.0285,106300.0,INLAND,0,0,1,0,0
-0.9633293124246081,0.865792610250298,19.0,5.357495881383855,1.0115321252059308,1971.0,607.0,3.0667,75800.0,INLAND,0,0,1,0,0
-0.9631684760755931,0.865792610250298,14.0,5.555555555555555,1.0098039215686274,1867.0,612.0,3.9926,92500.0,INLAND,0,0,1,0,0
-0.9632488942501006,0.865554231227652,14.0,4.784386617100372,1.0817843866171004,737.0,269.0,3.1667,126400.0,INLAND,0,0,1,0,0
-0.9631684760755931,0.865554231227652,14.0,4.684076433121019,1.0993630573248407,2191.0,785.0,2.6218,69100.0,INLAND,0,0,1,0,0
-0.9633293124246081,0.865554231227652,25.0,5.186264308012487,1.0707596253902185,2414.0,961.0,2.2937,72300.0,INLAND,0,0,1,0,0
-0.9631684760755931,0.8653158522050058,24.0,5.015945330296128,1.072892938496583,1052.0,439.0,2.1038,62000.0,INLAND,0,0,1,0,0
-0.9632488942501006,0.8653158522050058,30.0,5.244318181818182,1.1107954545454546,1255.0,352.0,2.1681,66600.0,INLAND,0,0,1,0,0
-0.9633293124246081,0.8653158522050058,16.0,5.9411764705882355,0.9584775086505191,903.0,289.0,4.3438,93100.0,INLAND,0,0,1,0,0
-0.9633293124246081,0.8650774731823598,6.0,5.142276422764228,0.9227642276422764,764.0,246.0,4.2917,104200.0,INLAND,0,0,1,0,0
-0.9635705669481303,0.865792610250298,18.0,5.413793103448276,1.1091954022988506,424.0,174.0,2.0673,87500.0,INLAND,0,0,1,0,0
-0.9632488942501006,0.8660309892729439,16.0,5.03,1.06,515.0,200.0,3.2386,112500.0,INLAND,0,0,1,0,0
-0.9632488942501006,0.8646007151370679,29.0,6.055016181229774,1.0194174757281553,1066.0,309.0,4.5714,100800.0,INLAND,0,0,1,0,0
-0.9634097305991154,0.8650774731823598,7.0,4.650485436893204,0.8155339805825242,327.0,103.0,5.1728,107500.0,INLAND,0,0,1,0,0
-0.9634901487736229,0.8648390941597139,24.0,5.132075471698113,1.0566037735849056,442.0,106.0,3.1071,56100.0,INLAND,0,0,1,0,0
-0.9627663852030559,0.86626936829559,33.0,6.128571428571429,1.019047619047619,580.0,210.0,3.2019,112500.0,INLAND,0,0,1,0,0
-0.9627663852030559,0.865792610250298,40.0,4.62890625,0.86328125,676.0,256.0,2.2721,52600.0,INLAND,0,0,1,0,0
-0.962605548854041,0.865792610250298,40.0,6.2994652406417115,1.304812834224599,586.0,187.0,2.6477,43500.0,INLAND,0,0,1,0,0
-0.9628468033775635,0.865554231227652,20.0,6.1,1.0825,1579.0,400.0,2.8281,60200.0,INLAND,0,0,1,0,0
-0.962605548854041,0.8653158522050058,10.0,4.345454545454546,0.9136363636363637,693.0,220.0,2.2895,62000.0,INLAND,0,0,1,0,0
-0.9623642943305187,0.866507747318236,10.0,6.89873417721519,1.0379746835443038,470.0,158.0,4.9432,118800.0,INLAND,0,0,1,0,0
-0.9622034579815039,0.8669845053635279,4.0,6.208333333333333,1.305,1478.0,600.0,3.5486,148000.0,INLAND,0,0,1,0,0
-0.9622034579815039,0.866507747318236,21.0,5.976027397260274,0.910958904109589,837.0,292.0,4.3911,107900.0,INLAND,0,0,1,0,0
